Model,Souce,Comment
CR-V,Edmunds,"I sold my Honda Civic and bought a CR V a few months ago. I have 20,000 miles on my car already and I have driven most of them in the highway.
A noticed that the car shakes when driving on the highway. A few weeks ago, I was on the highway and opened my back windows; the car was shaking, my doors shook so hard, I thought they were going to fly away. I thought something fell off and my car was going to break. A few moments after panicking, I thought to put the windows up and that was that. It was scary, and now I drive more aware and I am thinking that this car is too light. 
When driving it in the highway, it shakes like going through a hurricane. (I know about this, I live in Florida.) 
I am really disappointed and I sent an email to Honda and just a case number but nothing else. I am thinking in selling it and changing brands."
CR-V,Edmunds,This a a great and comfortable car. It is also a very safe car. It has a very advanced techbology.
CR-V,Edmunds,"12 way power heated driver seat is the most comfortable! Perfect size vehicle, love all the options! Great color and love the rims! I am very pleased and happy I purchased my 2021 Honda CR-V from Honda of Ocala! Great Teamwork!"
CR-V,Edmunds,"Just over 800 miles. We love it. Traded in a jeep renegade. After 2 years driving the jeep this car is like a luxury vehicle. It's quiet, comfortable, and better gas mileage. We are very happy with our choice. Can't say enough about this car. Great car, good price. Was a bit concerned with the small 1.5 motor but it has enough power and is pretty quick when in sport mode. All in all a very solid car for the price."
CR-V,Edmunds,"You don’t even have to take a test drive. You’ll love this Honda and everything about it. Well almost everything. Don’t like these high tech features like lane changing warning or blind spot warning and a few others. But good news is you can turn them off if you want to.
Quiet supple ride with nice handling and good acceleration with the standard turbo.
And if you like roominess this vehicle is for you. Lots of room up front and in the back."
CR-V,Edmunds,"Honda is by far the best u can buy. The CRV is our 3rd, wouldn’t buy anything else."
CR-V,Edmunds,"I didn't do enough research before buyimng this.I had a 2005 but got hit by a deer and ran out and bought this even though it felt a lot different.First of all,it is too big.They took a nice compact vehicle and made it as big as a whale.Then it has a CVT and a turbo.Are you kidding me?This thing won't last 50,000 miles.Look for something else"
CR-V,Edmunds,"Live my Honda Cr-V.  This is my third.  I will never have another car.  Very sturdy, drives wonderfully, very comfortable and has all of the amenities.  Truly a drivers dream"
CR-V,Edmunds,"This is my 2nd Honda CR-V. The best car I have ever driven. Great mileage, fairly quiet, plenty of room, rides well, etc. I rate this car and the purchase from Atamian Honda 5 Stars."
CR-V,Edmunds,"Love the simplicity of the classic interior features, too many buttons produces too many distractions in my opinion. Owned a Toyota Rav before and I loved it as well but it got handed down and Momma got a new whip! I love it and it is highly comparable to the Rav!"
CR-V,Edmunds,"Have had nothing but problems with the car since we bought it brand new. Hardly any mileage on it. 
6 months in and 
The heated seats are terrible. They are hardy warm and do not stay warm or on. 
The charging/ electrical system is faulty. Charging ports disconnect and stop charging phone and the screen on the car also glitches or just freezes. 
The automatic breaking system is also faulty and has braked for no reasons. 
There is also a bad odour when the AC is on.
None of these were evident upon purchase. We are not thrilled."
CR-V,Edmunds,"I love this vehicle. Its safe, ergonomic, smart af, smart layout and gorgeous. My favorite vehicle!"
CR-V,Edmunds,"I made a huge mistake of sinking my iPhone to my car. Now, my calls and messages are messed up, my steering display shows different from the display on main screen. It is the most user unfriendly display I have ever seen. It is unbelievably frustrating.  Stay away from this car"
CR-V,Edmunds,Very impressed with the test drive. Chose this car based on reviews by Edmunds and Consumer Reports.
CR-V,Edmunds,Trust me I change cars every 4 to 6 months I cannot keep one more than six months I had all different type of vehicles from sedans to small midsize to 3 row SUVs I had such as Mazda CX 5 and CX 9 Toyota RAV4 and highlander Mercedes GLE 350d and Lexus RX 350 ford edge all were 2016 and newer and the list goes on and on but this CRV was the most disappointing vehicle I've ever own in my life very very lugging acceleration extremely loud engine cheap very cheap interior when al plastic when you shut the doors feels like car is falling apart the only benefit owing this vehicle is yes it is cheap on gas but that's about it there is absolutely nothing else to like about this car if you are on a market for an SUV I highly mean highly suggest you look at the Mazda CX 5 comparing the CX 5 to this it's like day and night they are just not comparable at all.
CR-V,Edmunds,Very happy with my new Honda!!!
CR-V,Edmunds,Looked at other comparable SUVs but felt safest in this one
CR-V,Edmunds,The new cabin seems larger and more comfortable.  The car looks taller and sits higher than my 2018 CRV.  It's a very nice ride - I'm impressed so far.
CR-V,Edmunds,"Great gas mileage, comfortable ride"
CR-V,Edmunds,Great everyday vehicle.
CR-V,Edmunds,Shop around & do research.
CR-V,Edmunds,That is a nice and comfortable car nice technology
CR-V,Edmunds,Nice car so far. Hope it still run for at least 5 years. I am not a big fan of too much electronic. Electronic will cease to work after a coupes of years.
